stocks,timestamp,open,high,low,close,volume
ADANIPORTS,2016-03-18,233.0000,243.2000,222.7500,241.9500,16799132
ADANIPORTS,2016-03-11,224.0000,232.8500,221.3000,231.2000,11377051
ADANIPORTS,2016-03-04,201.0000,229.4500,195.8000,225.1500,18380893
ADANIPORTS,2016-02-26,209.0500,211.7000,195.4500,200.1000,15076923
ADANIPORTS,2016-02-19,184.4500,215.8000,184.0000,209.4000,31729174
ADANIPORTS,2016-02-12,211.4500,216.9000,169.1500,178.0500,23910696
ADANIPORTS,2016-02-05,213.2500,223.9500,208.0000,211.1000,15026062
ADANIPORTS,2016-01-29,223.0000,225.8000,207.1500,212.2500,20605842
ADANIPORTS,2016-01-22,211.1000,233.9000,209.8000,221.7500,25203878
ADANIPORTS,2016-01-15,237.0000,240.5000,216.5000,218.2500,16766018
ADANIPORTS,2016-01-08,264.4500,266.5000,239.3500,241.4000,15844528
ADANIPORTS,2016-01-01,259.0000,268.3000,257.1000,267.5500,9600096
ADANIPORTS,2015-12-24,261.5500,262.6000,254.4500,258.1000,6826237
ADANIPORTS,2015-12-18,239.8000,261.2500,239.1500,260.2000,17302958
ADANIPORTS,2015-12-11,257.8500,258.9000,238.7500,241.1500,18174538
ADANIPORTS,2015-12-04,268.5000,269.3500,254.5500,255.5500,23201346
ADANIPORTS,2015-11-27,274.4000,278.9000,267.0500,268.2500,14488765
ADANIPORTS,2015-11-20,267.0000,276.4000,265.3500,269.7000,12323661
ADANIPORTS,2015-11-13,266.5000,268.9500,261.6000,267.3500,4675141
ADANIPORTS,2015-11-10,277.9500,283.5000,262.4500,265.6000,10656015
ADANIPORTS,2015-11-06,293.1000,302.7000,281.3000,285.0500,17602378
ADANIPORTS,2015-10-30,315.3000,317.0000,294.3500,296.2500,18893747
ADANIPORTS,2015-10-23,323.3000,324.7000,308.7000,314.1500,10815829
ADANIPORTS,2015-10-16,322.0000,331.0000,318.0000,323.3000,7710446
ADANIPORTS,2015-10-09,310.0000,324.7000,309.0500,318.5500,15410721
ADANIPORTS,2015-10-01,304.6000,312.0000,293.0000,305.0500,18697061
ADANIPORTS,2015-09-24,335.8000,337.3000,300.3500,301.8500,18938794
ADANIPORTS,2015-09-18,324.4000,351.2000,323.0000,339.7000,17673209
ADANIPORTS,2015-09-11,340.9000,345.5000,311.7000,322.9500,14400248
ADANIPORTS,2015-09-04,365.0000,372.4000,330.0000,339.3500,43152632
ADANIPORTS,2015-08-28,348.5500,369.4500,325.4000,362.6500,36858630
ADANIPORTS,2015-08-21,364.0000,374.8000,355.0500,365.0500,20154453
ADANIPORTS,2015-08-14,339.1000,365.8000,328.0000,363.7500,25587100
ADANIPORTS,2015-08-07,326.0000,348.4000,324.0000,339.5500,14089239
ADANIPORTS,2015-07-31,322.2000,326.5000,312.2000,325.0000,13134039
ADANIPORTS,2015-07-24,328.0000,333.3500,320.0000,323.9000,10816335
ADANIPORTS,2015-07-17,319.0000,330.7000,313.6000,329.3000,11595287
ADANIPORTS,2015-07-10,316.9500,334.7000,312.6000,317.1000,23329645
ADANIPORTS,2015-07-03,306.6000,325.7500,300.8500,320.8000,21235959
ADANIPORTS,2015-06-26,306.0000,318.4000,304.1000,311.2000,15363929
ADANIPORTS,2015-06-19,310.1000,317.0000,303.0000,304.6000,17591085
ADANIPORTS,2015-06-12,311.7500,320.3000,298.2500,312.0500,14227353
ADANIPORTS,2015-06-05,325.8000,325.8000,288.0000,311.3000,44184219
ADANIPORTS,2015-05-29,347.6500,350.3000,320.5500,323.8500,12688472
ADANIPORTS,2015-05-22,330.8000,354.8000,329.5000,348.9500,9695397
ADANIPORTS,2015-05-15,337.6000,345.0000,327.0500,329.0000,11578859
ADANIPORTS,2015-05-08,325.5500,353.0000,315.4000,335.1000,16650156
ADANIPORTS,2015-04-30,316.7500,323.4500,298.5000,317.5500,9353279
ADANIPORTS,2015-04-24,324.5000,324.9500,304.7500,316.3000,8384435
ADANIPORTS,2015-04-17,320.5000,333.6000,319.5500,322.7500,7129960
ADANIPORTS,2015-04-10,313.7500,325.6000,311.4500,319.8000,8900681
ADANIPORTS,2015-04-01,306.0000,315.4500,303.0000,310.9500,6656088
ADANIPORTS,2015-03-27,308.3000,315.6000,295.4000,305.0000,13069546
ADANIPORTS,2015-03-20,306.7000,322.6500,303.0500,308.1500,13376527
ADANIPORTS,2015-03-13,331.5500,335.9000,302.2000,306.2500,15656575
ADANIPORTS,2015-03-05,331.0000,349.6500,0.0000,333.0500,18561511
ADANIPORTS,2015-02-20,335.1000,341.7000,323.7000,329.0000,7379152
ADANIPORTS,2015-02-13,296.7000,344.3500,292.5000,335.3500,14892718
ADANIPORTS,2015-02-06,339.5000,343.9000,298.6000,300.2000,11498158
ADANIPORTS,2015-01-30,348.0000,352.0000,323.5000,341.0500,14728187
ADANIPORTS,2015-01-23,332.0500,352.7500,326.2000,346.9000,12864626
ADANIPORTS,2015-01-16,332.1500,337.3000,320.7500,330.8500,12063193
ADANIPORTS,2015-01-09,320.4500,343.1000,315.6000,331.1500,15229688
ADANIPORTS,2015-01-02,291.4500,325.8000,287.9500,319.3500,18192383
ADANIPORTS,2014-12-26,290.6000,295.9000,282.0000,289.2000,7842392
ADANIPORTS,2014-12-19,275.5500,293.7000,267.5500,289.9000,12788942
ADANIPORTS,2014-12-12,282.6000,287.4500,266.0500,277.4500,13729196
ADANIPORTS,2014-12-05,290.0000,293.6500,283.0000,284.5500,10400689
ADANIPORTS,2014-11-28,302.0000,308.7500,288.5000,290.2500,10852473
ADANIPORTS,2014-11-21,297.2000,307.2500,292.4000,303.0500,12880627
ADANIPORTS,2014-11-14,292.9500,306.3500,287.4000,297.2500,18000422
ADANIPORTS,2014-11-07,287.4000,295.7500,283.5000,292.9000,5727537
ADANIPORTS,2014-10-31,270.8000,288.0000,260.0000,285.6500,9783270
ADANIPORTS,2014-10-22,253.9000,269.8500,253.5000,269.0000,6899485
ADANIPORTS,2014-10-17,257.0000,264.5000,244.1000,250.3500,11000476
ADANIPORTS,2014-10-10,274.1500,275.1500,256.5000,258.9000,11730348
ADANIPORTS,2014-10-01,281.9000,285.8500,272.5000,275.1500,9304599
ADANIPORTS,2014-09-26,283.9000,288.7000,261.1000,279.9500,18095201
ADANIPORTS,2014-09-19,291.9000,296.0000,271.8000,284.9500,12582492
ADANIPORTS,2014-09-12,289.7500,301.5000,288.0000,293.5000,13491702
ADANIPORTS,2014-09-05,285.8000,294.9500,276.3000,290.1500,15666475
ADANIPORTS,2014-08-28,297.3000,302.7000,281.3500,282.8500,12571047
ADANIPORTS,2014-08-22,273.8000,301.3500,273.0000,297.7000,30409102
ADANIPORTS,2014-08-14,265.6000,276.0000,265.0000,272.4000,13753002
ADANIPORTS,2014-08-08,260.0500,275.7500,258.3000,262.1000,24813412
ADANIPORTS,2014-08-01,267.7500,277.7500,255.6000,259.2500,25162057
ADANIPORTS,2014-07-25,290.0000,293.8500,263.0500,268.0500,20766835
ADANIPORTS,2014-07-18,249.8000,293.4000,246.8500,288.3000,30909837
ADANIPORTS,2014-07-11,277.8500,285.4000,244.6000,248.7000,39743240
ADANIPORTS,2014-07-04,232.0000,279.4000,231.7500,275.5500,53002183
ADANIPORTS,2014-06-27,233.9500,243.5000,230.5000,231.4000,13676730
ADANIPORTS,2014-06-20,229.9500,239.3000,219.6500,232.6000,14888265
ADANIPORTS,2014-06-13,259.0000,261.8000,223.5500,230.6000,24619770
ADANIPORTS,2014-06-06,229.0000,260.4000,224.0500,257.6500,27604746
ADANIPORTS,2014-05-30,229.5000,235.9500,211.1000,227.5000,27229076
ADANIPORTS,2014-05-23,228.0000,244.7000,212.2500,227.7000,29542661
ADANIPORTS,2014-05-16,206.5000,235.0000,200.1000,225.0000,67662249
ADANIPORTS,2014-05-09,187.0000,208.6500,182.5000,204.7000,24169108
ADANIPORTS,2014-05-02,199.4000,199.6500,174.6000,185.8500,22296998
ADANIPORTS,2014-04-25,199.9000,213.0500,197.2500,198.7000,24644593
ADANIPORTS,2014-04-17,195.0000,203.4000,185.3000,198.4000,18650007
ADANIPORTS,2014-04-11,180.2500,204.4000,175.5000,193.6500,30149101
ADANIPORTS,2014-04-04,187.4000,192.8000,175.1500,179.8500,12108201
ADANIPORTS,2014-03-28,183.5000,189.9500,0.0000,186.1500,18728692
ADANIPORTS,2014-03-14,185.9500,190.7500,175.2000,183.2000,7970051
ADANIPORTS,2014-03-07,168.0000,189.7000,167.4000,186.9000,13290159
ADANIPORTS,2014-02-28,167.0000,170.7000,154.8500,167.2500,8050385
ADANIPORTS,2014-02-21,148.4000,168.4000,146.2000,167.2500,11210955
ADANIPORTS,2014-02-14,147.2500,150.0000,143.3500,147.0500,6584843
ADANIPORTS,2014-02-07,146.4000,152.5000,141.9500,147.5000,10842279
ADANIPORTS,2014-01-31,143.5500,147.8000,141.0000,146.9500,7719800
ADANIPORTS,2014-01-24,149.1000,152.5000,143.1500,145.0000,8779294
ADANIPORTS,2014-01-17,148.5000,152.4500,142.0000,148.6500,6900042
ADANIPORTS,2014-01-10,150.5000,153.2000,144.4000,148.3000,5212497
ADANIPORTS,2014-01-03,161.3500,161.6500,147.5000,149.9000,7634994
ADANIPORTS,2013-12-27,164.0000,165.6000,158.6000,160.0000,5564463
ADANIPORTS,2013-12-20,150.5000,168.4500,150.5000,163.2000,10073426
ADANIPORTS,2013-12-13,168.0000,169.1500,151.1000,152.0000,8610259
ADANIPORTS,2013-12-06,158.5500,165.3500,152.4000,163.3000,17151756
ADANIPORTS,2013-11-29,153.1000,162.4000,150.7000,157.9500,13530960
ADANIPORTS,2013-11-22,153.7000,160.9500,149.8000,152.7000,11607782
ADANIPORTS,2013-11-14,149.3000,155.5500,144.0000,152.8000,8772790
ADANIPORTS,2013-11-08,143.0000,156.6000,140.6000,148.4000,11806121
ADANIPORTS,2013-11-01,144.6500,149.5000,140.8500,144.8500,11789377
ADANIPORTS,2013-10-25,151.3500,164.4000,143.1500,144.4000,18327067
ADANIPORTS,2013-10-18,151.5000,154.9500,148.7000,152.7500,8394032
ADANIPORTS,2013-10-11,143.0000,151.8000,142.6500,150.4000,8320137
ADANIPORTS,2013-10-04,140.7000,146.2500,136.6000,142.9000,7979273
ADANIPORTS,2013-09-27,139.0000,143.5000,136.0500,140.6000,7083061
ADANIPORTS,2013-09-20,139.4000,141.7000,131.0500,139.7000,7589128
ADANIPORTS,2013-09-13,127.5000,137.0000,126.0000,136.2000,4972328
ADANIPORTS,2013-09-06,125.6000,131.9500,118.7000,126.8500,6247149
ADANIPORTS,2013-08-30,124.7500,130.3000,121.3000,125.9500,8881962
ADANIPORTS,2013-08-23,135.5000,140.2000,118.9500,123.3500,10728526
ADANIPORTS,2013-08-16,143.4000,147.6000,140.9500,141.9500,6134331
ADANIPORTS,2013-08-08,129.0000,145.0000,117.9500,142.2000,9746937
ADANIPORTS,2013-08-02,143.0000,148.4000,116.6500,125.2500,18803223
ADANIPORTS,2013-07-26,146.0000,148.7500,142.6500,143.6000,4661702
ADANIPORTS,2013-07-19,152.0000,152.7500,144.4000,146.7000,6703779
ADANIPORTS,2013-07-12,147.0000,153.9000,146.5000,151.8500,5142109
ADANIPORTS,2013-07-05,150.9000,154.8000,147.3500,148.4000,4095760
ADANIPORTS,2013-06-28,152.0000,152.4500,143.0000,150.3000,7880089
ADANIPORTS,2013-06-21,149.0000,155.0000,145.2500,151.4500,12475221
ADANIPORTS,2013-06-14,152.2000,160.3500,136.4000,148.6000,14067932
ADANIPORTS,2013-06-07,151.0000,156.5000,149.1500,152.0500,12066189
ADANIPORTS,2013-05-31,157.7000,160.1500,150.0500,152.0500,13170729
ADANIPORTS,2013-05-24,169.7000,175.0000,150.3000,156.6500,17380524
ADANIPORTS,2013-05-17,149.3000,169.0000,148.8000,168.2500,20237477
ADANIPORTS,2013-05-10,156.3500,156.6500,147.3000,150.9500,7273291
ADANIPORTS,2013-05-03,143.0000,158.8000,143.0000,155.5500,5728417
ADANIPORTS,2013-04-26,144.0000,152.8000,140.7000,144.8500,5975213
ADANIPORTS,2013-04-18,147.3000,148.4000,140.4000,145.2500,4436086
ADANIPORTS,2013-04-12,145.2000,154.4000,142.2000,148.5000,5534922
ADANIPORTS,2013-04-05,140.8000,149.8000,137.3500,144.7500,6410549
ADANIPORTS,2013-03-28,124.6000,141.6000,124.6000,138.7000,4603846
ADANIPORTS,2013-03-22,138.6000,140.3500,119.1000,124.1000,6479454
ADANIPORTS,2013-03-15,146.7000,146.7500,130.6000,138.8000,4475166
ADANIPORTS,2013-03-08,140.8000,148.2500,134.8000,145.9500,5625041
ADANIPORTS,2013-03-01,149.7000,152.5000,131.9000,140.1000,12383690
ADANIPORTS,2013-02-22,151.2500,154.4500,143.1500,149.7000,7405300
ADANIPORTS,2013-02-15,153.3000,158.7000,144.6000,149.9500,10789817
ADANIPORTS,2013-02-08,151.5000,162.6500,146.4500,151.8500,15729897
ADANIPORTS,2013-02-01,131.6000,156.6500,127.3000,149.9500,48812669
ADANIPORTS,2013-01-25,131.9500,138.2000,126.0500,130.3000,6171162
ADANIPORTS,2013-01-18,131.7000,139.0000,131.1000,132.2500,4080779
ADANIPORTS,2013-01-11,137.0000,141.2500,131.1000,131.7000,4805827
ADANIPORTS,2013-01-04,132.8500,140.2000,132.4000,137.5000,4380891
ADANIPORTS,2012-12-28,137.0000,138.2500,132.0500,132.8500,3820458
ADANIPORTS,2012-12-21,136.0500,146.4000,133.6500,135.6500,9351305
ADANIPORTS,2012-12-14,137.9500,138.7500,130.0500,135.6500,3505840
ADANIPORTS,2012-12-07,130.3500,138.8000,129.0000,137.6000,10281286
ADANIPORTS,2012-11-30,123.9000,132.2000,123.1000,130.1500,4892455
ADANIPORTS,2012-11-23,125.2000,130.7000,121.5500,123.3500,2224728
ADANIPORTS,2012-11-16,128.9000,133.2500,126.0000,127.3500,1124750
ADANIPORTS,2012-11-12,127.0000,136.7000,0.0000,129.2000,7801209
ADANIPORTS,2012-11-02,126.0500,128.6500,123.0000,127.9500,6209242
ADANIPORTS,2012-10-25,124.0500,132.9000,123.0500,130.7000,6118382
ADANIPORTS,2012-10-19,125.4000,127.4500,118.0000,124.3500,5234489
ADANIPORTS,2012-10-12,127.0500,127.9500,118.7000,125.4000,2559985
ADANIPORTS,2012-10-05,128.1000,132.3000,123.6000,128.1500,4372601
ADANIPORTS,2012-09-28,116.0000,128.5000,114.3000,127.5000,16603998
ADANIPORTS,2012-09-21,112.1500,119.4000,110.9000,115.7000,9542135
ADANIPORTS,2012-09-14,112.3000,117.5000,0.0000,111.6000,11256236
ADANIPORTS,2012-08-31,110.0000,115.4000,106.1000,113.7500,6857023
ADANIPORTS,2012-08-24,122.0500,123.7000,105.6500,112.0000,9096246
ADANIPORTS,2012-08-17,125.8000,130.4000,122.1000,123.5000,3656319
ADANIPORTS,2012-08-10,122.0000,127.7500,121.6500,126.9000,4801857
ADANIPORTS,2012-08-03,114.4000,125.5000,114.1000,121.5500,7427153
ADANIPORTS,2012-07-27,112.6000,119.8500,110.0000,114.1000,4019696
ADANIPORTS,2012-07-20,118.1500,118.1500,111.0500,113.8500,3923141
ADANIPORTS,2012-07-13,121.7500,122.7000,116.1000,117.5000,2597543
ADANIPORTS,2012-07-06,121.4500,126.9000,120.9000,122.6000,3668689
ADANIPORTS,2012-06-29,118.0000,122.9500,116.2500,121.1500,2528836
ADANIPORTS,2012-06-22,114.9500,118.8500,112.4500,117.8500,4010620
ADANIPORTS,2012-06-15,125.5000,126.8000,113.0000,114.7500,6621436
ADANIPORTS,2012-06-08,124.4500,127.4500,120.2000,124.8000,4151529
ADANIPORTS,2012-06-01,114.8500,126.2500,114.1000,125.3500,8341432
ADANIPORTS,2012-05-25,111.7000,115.4500,109.5000,113.8000,5331069
ADANIPORTS,2012-05-18,121.4500,121.9500,109.1000,111.7000,8680918
ADANIPORTS,2012-05-11,122.7000,129.0000,118.9000,121.5000,6467073
ADANIPORTS,2012-05-04,126.9000,128.9000,122.5000,124.1000,3283816
ADANIPORTS,2012-04-27,130.0000,131.9500,124.0500,126.3500,3749149
ADANIPORTS,2012-04-20,129.9000,137.2000,128.6500,130.6500,3451984
ADANIPORTS,2012-04-13,131.0500,136.2500,125.4500,129.9000,3283549
ADANIPORTS,2012-04-04,129.4000,132.7000,125.1000,131.6500,2134633
ADANIPORTS,2012-03-30,123.0000,130.0000,116.1000,129.5000,8253711
ADANIPORTS,2012-03-23,133.4500,133.8500,120.7500,123.4500,10909588
ADANIPORTS,2012-03-16,135.0000,137.3000,125.0000,133.1500,16376553
ADANIPORTS,2012-03-09,144.4000,152.0000,0.0000,135.0000,10062427
ADANIPORTS,2012-02-24,151.2000,157.7500,140.5000,142.7000,5668946
ADANIPORTS,2012-02-17,143.9500,152.9000,141.0000,150.5000,5791296
ADANIPORTS,2012-02-10,152.8500,152.8500,135.2000,142.9000,8473799
ADANIPORTS,2012-02-03,147.1000,152.7000,137.0000,150.2500,6118177
ADANIPORTS,2012-01-27,155.4000,155.4000,142.2500,147.1000,6119071
ADANIPORTS,2012-01-20,131.5500,157.6000,131.5500,155.4000,5616934
ADANIPORTS,2012-01-13,122.8000,140.7000,0.0000,131.5500,12419539
