stocks,timestamp,open,high,low,close,volume
RELIANCE,2003-04-04,43.9058,45.9363,43.0467,45.8348,100279204
RELIANCE,2003-03-28,45.7489,45.7489,43.2888,44.5852,101350995
RELIANCE,2003-03-21,43.4216,46.2174,0.0000,45.8426,107148259
RELIANCE,2003-03-14,43.8746,44.8898,0.0000,0.0000,91067171
RELIANCE,2003-03-07,46.0769,47.0453,43.4216,43.8902,133077272
RELIANCE,2003-02-28,46.4127,47.4436,45.3428,46.0378,192388011
RELIANCE,2003-02-21,44.8898,46.2174,44.8351,46.0613,85894066
RELIANCE,2003-02-14,43.8433,44.4993,0.0000,44.3744,75051363
RELIANCE,2003-02-07,44.0464,44.7961,43.1951,43.8511,120577342
RELIANCE,2003-01-31,44.0854,48.4198,41.1256,42.9608,196737539
RELIANCE,2003-01-24,45.6942,46.8578,43.9292,44.1479,93358090
RELIANCE,2003-01-17,46.3893,46.4361,44.8898,45.6630,88526729
RELIANCE,2003-01-10,44.9289,46.7016,44.3822,46.3971,120551156
RELIANCE,2003-01-03,46.3893,47.0921,44.8429,44.9757,124274895
RELIANCE,2002-12-27,45.6005,47.8575,0.0000,46.6860,176266243
RELIANCE,2002-12-20,47.1702,47.1702,44.6477,45.4209,145324898
RELIANCE,2002-12-13,46.7016,47.5217,44.9835,46.3815,158142783
RELIANCE,2002-12-06,45.2803,47.1312,44.7961,46.2565,211960110
RELIANCE,2002-11-29,44.4369,46.2018,44.0073,44.9679,290277802
RELIANCE,2002-11-22,41.8597,45.0460,0.0000,44.5696,204816299
RELIANCE,2002-11-15,40.2977,42.1330,39.6183,41.8909,170383980
RELIANCE,2002-11-08,41.0865,42.3829,0.0000,40.2977,167197783
RELIANCE,2002-11-01,34.7998,42.0783,34.0578,40.2587,457934076
RELIANCE,2002-10-25,38.1110,38.1423,34.6045,34.8388,69589874
RELIANCE,2002-10-18,37.6425,38.6343,0.0000,37.9392,36125911
RELIANCE,2002-10-11,36.7053,39.2044,36.6428,37.4238,48566972
RELIANCE,2002-10-04,40.1806,40.6101,0.0000,36.8849,84401844
RELIANCE,2002-09-27,40.1415,40.9147,39.3606,40.2899,50581098
RELIANCE,2002-09-20,40.6101,41.0709,39.5246,39.9073,50881080
RELIANCE,2002-09-13,41.3755,41.5473,0.0000,40.4539,70591650
RELIANCE,2002-09-06,40.6101,42.3204,40.6101,41.4926,101450999
RELIANCE,2002-08-30,39.0560,40.6101,38.1423,39.9073,60065665
RELIANCE,2002-08-23,38.1267,39.2122,38.1267,39.0092,67351795
RELIANCE,2002-08-16,37.1348,38.1110,0.0000,37.9236,66504354
RELIANCE,2002-08-09,38.2672,38.5562,35.8619,36.6506,85472624
RELIANCE,2002-08-02,38.1969,39.4855,37.2988,37.9314,94696725
RELIANCE,2002-07-26,40.1415,40.5789,38.0954,38.3297,95255342
RELIANCE,2002-07-19,41.7035,41.7503,39.3293,40.5789,70976233
RELIANCE,2002-07-12,40.6101,43.5700,40.6101,41.4380,96699558
RELIANCE,2002-07-05,42.1799,42.7968,40.9616,41.1256,47233952
RELIANCE,2002-06-28,44.5149,44.5149,41.3911,42.0783,119794014
RELIANCE,2002-06-21,44.6555,45.1397,43.5700,44.3431,39266753
RELIANCE,2002-06-14,43.2810,45.5146,43.2810,44.0229,47087427
RELIANCE,2002-06-07,41.7894,43.3435,40.9538,42.9140,64784339
RELIANCE,2002-05-31,42.9062,42.9530,39.9385,41.1568,65630198
RELIANCE,2002-05-24,45.2491,45.2647,38.8295,42.2658,98913667
RELIANCE,2002-05-17,45.2959,45.2959,42.9765,43.8589,45190293
RELIANCE,2002-05-10,44.9913,46.1394,44.5306,44.9913,43880482
RELIANCE,2002-05-03,45.1397,45.2881,0.0000,44.9601,60507574
RELIANCE,2002-04-26,44.5149,49.9505,43.7730,45.0616,60441374
RELIANCE,2002-04-19,46.5454,46.8344,44.0854,44.4681,44479907
RELIANCE,2002-04-12,47.9902,48.1386,45.9832,46.5845,48878535
RELIANCE,2002-04-05,47.1156,49.9661,46.4752,47.7481,116993777
RELIANCE,2002-03-29,0.0000,47.3889,0.0000,0.0000,42349681
RELIANCE,2002-03-22,48.5291,48.8571,46.4049,47.4514,58394672
RELIANCE,2002-03-15,48.3339,48.3339,45.5302,48.1152,97017478
RELIANCE,2002-03-08,52.1684,53.1055,47.7403,47.9434,147652593
RELIANCE,2002-03-01,49.2320,51.5827,47.6466,50.3409,137379385
RELIANCE,2002-02-22,49.6693,50.4503,48.8102,49.1851,67257962
RELIANCE,2002-02-15,49.0445,49.9505,47.9668,49.2944,100434839
RELIANCE,2002-02-08,47.8731,49.6537,45.3506,48.6072,140680216
RELIANCE,2002-02-01,49.3569,50.6065,46.4830,46.9594,105732233
RELIANCE,2002-01-25,48.8883,49.7943,48.2714,49.1695,36172161
RELIANCE,2002-01-18,51.6998,53.7303,48.1855,48.6697,76279991
RELIANCE,2002-01-11,49.8255,52.4027,49.2944,51.0438,104942236
RELIANCE,2002-01-04,47.4826,50.8798,46.1159,50.1457,54990866
RELIANCE,2001-12-28,47.7950,48.8883,0.0000,47.1546,40527613
RELIANCE,2001-12-21,0.0000,49.1304,0.0000,48.4744,43940209
RELIANCE,2001-12-14,48.5760,49.9739,46.1784,48.4666,66569223
RELIANCE,2001-12-07,45.4677,50.6846,44.6711,48.7322,85032905
RELIANCE,2001-11-30,46.1862,47.6232,0.0000,0.0000,55430316
RELIANCE,2001-11-23,44.3744,48.5760,44.3744,45.5927,102193421
RELIANCE,2001-11-16,41.3755,43.6871,0.0000,0.0000,47334597
RELIANCE,2001-11-09,41.1412,41.7035,39.3372,41.2427,76130362
RELIANCE,2001-11-02,41.5473,42.2345,38.7749,41.0709,124155029
RELIANCE,2001-10-26,43.2264,44.2650,0.0000,0.0000,66013992
RELIANCE,2001-10-19,41.4848,44.7805,41.0787,43.1873,115504362
RELIANCE,2001-10-12,37.7987,42.6094,37.5644,41.7113,212755250
RELIANCE,2001-10-05,41.2349,42.4063,0.0000,39.1497,239891732
RELIANCE,2001-09-28,33.9719,41.5317,31.8008,41.3286,262228172
RELIANCE,2001-09-21,39.3996,43.4997,33.7298,33.8392,171772578
RELIANCE,2001-09-14,47.9512,48.3260,40.8132,40.8132,52070085
RELIANCE,2001-09-07,48.5760,49.6693,47.8028,48.0605,40128734
RELIANCE,2001-08-31,49.6693,50.2004,48.3495,48.5994,67890054
RELIANCE,2001-08-24,49.2007,52.7932,0.0000,49.2242,45248496
RELIANCE,2001-08-17,53.0275,53.2461,0.0000,49.5990,67351775
RELIANCE,2001-08-10,49.5131,53.3320,49.2398,53.0743,69309247
RELIANCE,2001-08-03,47.7091,50.3331,47.3733,49.5443,79361402
RELIANCE,2001-07-27,48.4198,49.4350,46.8578,47.8028,37220751
RELIANCE,2001-07-20,52.9337,53.4179,48.4979,49.0289,46155984
RELIANCE,2001-07-13,50.6065,54.7846,49.3725,53.7303,56211683
RELIANCE,2001-07-06,57.9163,61.6962,50.1379,50.8720,75274401
RELIANCE,2001-06-29,53.2149,58.3302,52.4105,57.5570,74493699
RELIANCE,2001-06-22,55.4641,55.7608,52.3246,53.4804,89834553
RELIANCE,2001-06-15,57.7913,59.0877,55.1517,55.8545,92126817
RELIANCE,2001-06-08,59.6656,59.8140,55.7843,57.8538,92431869
RELIANCE,2001-06-01,61.5400,63.5627,59.0565,59.3923,100565939
RELIANCE,2001-05-25,58.1037,62.1179,58.0412,61.4697,114693595
RELIANCE,2001-05-18,55.4484,60.1420,54.3785,58.5489,118827024
RELIANCE,2001-05-11,53.5741,56.4325,53.0353,55.5031,78008311
RELIANCE,2001-05-04,54.4644,55.1985,0.0000,53.6835,58805805
RELIANCE,2001-04-27,55.4484,57.1509,51.9497,53.9412,135431581
RELIANCE,2001-04-20,45.7020,59.1346,45.2959,56.0498,201254143
RELIANCE,2001-04-13,59.3845,59.9312,0.0000,0.0000,132717384
RELIANCE,2001-04-06,60.3685,61.6962,0.0000,59.7828,44474157
RELIANCE,2001-03-30,59.3533,63.3909,58.7441,60.8449,87356354
RELIANCE,2001-03-23,59.5094,63.8516,57.0494,59.2830,88444740
RELIANCE,2001-03-16,63.8985,65.3667,58.6348,59.9780,115217792
RELIANCE,2001-03-09,65.6791,66.3819,0.0000,63.9609,162247735
RELIANCE,2001-03-02,64.0703,70.4429,62.0554,65.4604,334429462
RELIANCE,2001-02-23,66.0695,66.7021,63.8204,64.2421,236415862
RELIANCE,2001-02-16,61.8914,67.0614,61.7352,65.9837,329528280
RELIANCE,2001-02-09,61.3994,62.8676,60.9542,62.3053,205575757
RELIANCE,2001-02-02,59.3533,63.2581,56.3856,61.6181,283997786
RELIANCE,2001-01-26,57.6351,60.0561,0.0000,0.0000,165260466
RELIANCE,2001-01-19,55.3001,58.3849,54.9799,57.6508,165393040
RELIANCE,2001-01-12,56.6199,57.3930,54.5347,55.3782,144440332
RELIANCE,2001-01-05,53.1055,57.3071,52.9494,56.9010,204357341
RELIANCE,2000-12-29,0.0000,53.4023,0.0000,52.9416,93163670
RELIANCE,2000-12-22,52.3246,54.1989,51.5514,52.8244,110309404
RELIANCE,2000-12-15,53.2461,55.1048,52.5276,52.7854,146287716
RELIANCE,2000-12-08,51.3718,53.8397,51.3718,53.0118,116866408
RELIANCE,2000-12-01,49.0445,51.9185,48.9664,51.2469,139491109
RELIANCE,2000-11-24,48.5057,49.4975,47.6778,48.9430,80023652
RELIANCE,2000-11-17,48.4276,49.5756,47.0375,48.5525,100662154
RELIANCE,2000-11-10,49.5053,50.4034,48.4432,48.5994,125027016
RELIANCE,2000-11-03,47.5607,50.0988,45.9675,49.3023,132301083
RELIANCE,2000-10-27,46.5454,48.4198,44.2572,47.3186,120651980
RELIANCE,2000-10-20,50.1379,52.2309,44.8273,46.5611,158502465
RELIANCE,2000-10-13,53.2617,54.1208,47.6544,49.7162,97975352
RELIANCE,2000-10-06,0.0000,54.4332,0.0000,53.1680,55145157
RELIANCE,2000-09-29,53.4258,55.4484,52.2309,53.4960,131732363
RELIANCE,2000-09-22,56.6980,56.6980,52.1684,52.8478,138306252
RELIANCE,2000-09-15,58.5411,60.8839,56.7214,57.1587,162003492
RELIANCE,2000-09-08,52.9337,58.5723,52.8322,57.9319,222775969
RELIANCE,2000-09-01,52.0903,53.2305,0.0000,0.0000,58663884
RELIANCE,2000-08-25,52.5120,54.0427,51.7389,52.1059,93960865
RELIANCE,2000-08-18,51.3874,53.9490,0.0000,52.6292,98964745
RELIANCE,2000-08-11,51.3874,52.7932,50.6299,51.4265,68954121
RELIANCE,2000-08-04,52.7932,53.6913,51.4109,51.5592,88359870
RELIANCE,2000-07-28,53.2696,54.7924,50.0129,53.1758,199125581
RELIANCE,2000-07-21,56.6824,56.9948,53.4570,53.7147,212661917
RELIANCE,2000-07-14,56.6980,58.9940,56.0186,56.4168,249445432
RELIANCE,2000-07-07,52.7932,57.1509,52.7932,56.4168,327112369
RELIANCE,2000-06-30,52.3246,53.9958,51.2703,53.2305,171644096
RELIANCE,2000-06-23,52.1293,55.3938,50.4893,52.7541,284665142
RELIANCE,2000-06-16,53.4804,54.1208,51.1531,51.8951,166964572
RELIANCE,2000-06-09,52.7463,55.0892,52.4964,53.2930,226699165
RELIANCE,2000-06-02,49.7474,55.7296,49.6693,52.7073,238011985
RELIANCE,2000-05-26,48.8883,49.6693,48.1855,49.4272,111728451
RELIANCE,2000-05-19,48.7400,51.2937,47.8731,49.2944,192603501
RELIANCE,2000-05-12,51.6998,52.6370,48.9352,49.3413,187235929
RELIANCE,2000-05-05,0.0000,55.3938,0.0000,52.3792,337127075
RELIANCE,2000-04-28,54.0427,57.1666,48.6775,53.8943,597980235
RELIANCE,2000-04-21,44.6868,53.1134,0.0000,0.0000,386632189
RELIANCE,2000-04-14,57.7757,59.3533,0.0000,0.0000,316015544
RELIANCE,2000-04-07,51.1766,55.0189,43.4607,55.0189,563374869
RELIANCE,2000-03-31,37.9548,49.4272,37.9548,49.4272,373376813
RELIANCE,2000-03-24,0.0000,38.8139,0.0000,37.5800,119683056
RELIANCE,2000-03-17,34.3468,38.7046,0.0000,0.0000,237829383
RELIANCE,2000-03-10,41.9300,44.3353,33.5190,33.8704,252191531
RELIANCE,2000-03-03,50.7392,53.5507,41.9300,41.9300,274884768
RELIANCE,2000-02-25,54.4176,54.9799,50.9345,51.3250,157141314
RELIANCE,2000-02-18,56.0732,56.3700,53.4258,54.5816,216588832
RELIANCE,2000-02-11,53.2774,58.4161,52.8010,56.7448,288165207
RELIANCE,2000-02-04,52.2387,54.2536,51.0048,53.7537,286366732
RELIANCE,2000-01-28,50.8408,53.4023,0.0000,52.8478,317972787
RELIANCE,2000-01-21,49.7084,51.2937,47.7247,50.9735,415253957
RELIANCE,2000-01-14,49.5756,50.2394,44.0698,49.4038,439248943
RELIANCE,timestamp,open,high,low,close,volume
HINDPETRO,2018-09-21,250.1000,261.6500,247.0000,258.0000,25976865
HINDPETRO,2018-09-14,254.0000,254.4000,233.4500,252.6500,25442492
HINDPETRO,2018-09-07,255.9000,260.7500,244.6500,253.1000,20741782
HINDPETRO,2018-08-31,260.0000,264.2000,250.7000,253.8000,26428600
HINDPETRO,2018-08-24,269.6500,273.8000,257.1000,259.0000,15064993
HINDPETRO,2018-08-17,284.9500,284.9500,265.2500,267.5500,18073937
HINDPETRO,2018-08-10,292.6000,296.2000,276.7000,286.1500,25191964
HINDPETRO,2018-08-03,284.2500,296.5000,273.1000,292.6000,23892266
HINDPETRO,2018-07-27,279.0000,287.5500,275.2000,283.6000,19146512
HINDPETRO,2018-07-20,269.5000,287.8500,263.2500,275.4000,34048651
HINDPETRO,2018-07-13,269.0000,282.0000,257.6500,270.2000,35419587
HINDPETRO,2018-07-06,260.4000,271.8500,250.6000,268.0500,30150549
HINDPETRO,2018-06-29,310.2500,312.7500,256.5500,259.2000,46249648
HINDPETRO,2018-06-22,314.1000,325.3500,301.5000,311.1500,35521806
HINDPETRO,2018-06-15,309.1000,319.5000,303.3000,306.3500,18209305
HINDPETRO,2018-06-08,315.1000,319.0000,302.7500,311.3000,26651852
HINDPETRO,2018-06-01,310.0000,319.8500,300.0500,312.1500,38827459
HINDPETRO,2018-05-25,314.0000,317.0000,272.3000,295.2000,47320021
HINDPETRO,2018-05-18,321.9500,330.1500,310.5000,312.0000,25501340
HINDPETRO,2018-05-11,292.2500,321.5000,288.5000,318.7500,44156105
HINDPETRO,2018-05-04,306.6000,308.8500,289.2500,294.8500,13799169
HINDPETRO,2018-04-27,302.8000,311.5000,290.0500,305.9500,38443020
HINDPETRO,2018-04-20,330.6500,336.5000,297.1000,299.0500,38969536
HINDPETRO,2018-04-13,355.2000,370.0000,325.2500,333.7500,38196162
HINDPETRO,2018-04-06,347.0000,357.0000,339.0500,353.9500,10968093
HINDPETRO,2018-03-28,338.0000,348.8000,323.5000,344.8500,13948571
HINDPETRO,2018-03-23,366.1500,366.8500,333.0000,339.0000,13169004
HINDPETRO,2018-03-16,360.1000,385.5000,358.0500,364.7500,18182323
HINDPETRO,2018-03-09,377.0000,377.7500,353.7500,357.0500,12231842
HINDPETRO,2018-03-01,389.0000,395.3500,373.1000,376.7500,12554036
HINDPETRO,2018-02-23,388.0000,388.6000,375.2000,386.1000,12660346
HINDPETRO,2018-02-16,398.0000,398.7000,378.4000,386.9500,12663507
HINDPETRO,2018-02-09,369.0000,409.3000,365.2000,395.7000,39082480
HINDPETRO,2018-02-02,384.2500,409.8000,371.0000,374.5000,38918928
HINDPETRO,2018-01-25,405.0000,414.6500,382.4500,384.1500,32351636
HINDPETRO,2018-01-19,426.0000,435.0000,408.0000,416.2000,17871612
HINDPETRO,2018-01-12,417.5000,429.0000,413.2500,425.9000,13989956
HINDPETRO,2018-01-05,419.0000,421.9000,401.0000,415.0000,15172076
HINDPETRO,2017-12-29,429.1000,432.7000,415.3000,418.6000,9646837
HINDPETRO,2017-12-22,440.0000,445.0000,425.4000,429.3000,12398090
HINDPETRO,2017-12-15,432.0000,446.6500,413.0000,443.8000,23117750
HINDPETRO,2017-12-08,410.0000,430.0000,400.0000,428.4500,16869617
HINDPETRO,2017-12-01,427.5000,428.4500,406.5000,409.5500,17281125
HINDPETRO,2017-11-24,415.5000,434.4000,409.7500,430.3000,14897914
HINDPETRO,2017-11-17,418.4000,424.4000,406.2500,414.8000,19644455
HINDPETRO,2017-11-10,443.0500,449.7000,414.8500,416.8500,31088133
HINDPETRO,2017-11-03,458.0000,466.9000,440.1000,445.6500,18178352
HINDPETRO,2017-10-27,460.0000,484.3500,453.1000,456.0500,18765845
HINDPETRO,2017-10-19,461.0000,473.9000,457.0000,460.3500,10477064
HINDPETRO,2017-10-13,445.4500,462.7000,434.5000,459.6000,20892473
HINDPETRO,2017-10-06,435.3500,451.3500,421.7500,445.4500,18975271
HINDPETRO,2017-09-29,437.9000,439.5500,396.6500,426.8000,38126692
HINDPETRO,2017-09-22,457.8500,465.0000,435.6000,438.6000,18100819
HINDPETRO,2017-09-15,467.0000,485.4000,416.0000,453.0000,25170956
HINDPETRO,2017-09-08,482.0500,485.1500,459.0000,461.9500,12692711
HINDPETRO,2017-09-01,468.1000,492.8000,457.2000,482.4000,28396836
HINDPETRO,2017-08-24,447.3000,470.9000,430.5500,466.2000,21161455
HINDPETRO,2017-08-18,434.5000,450.8000,424.6000,442.4000,17555803
HINDPETRO,2017-08-11,428.0000,462.4000,398.1000,429.0500,42700212
HINDPETRO,2017-08-04,376.0000,442.0000,371.4500,432.6000,35475269
HINDPETRO,2017-07-28,371.0000,378.5000,363.6000,374.4500,17967367
HINDPETRO,2017-07-21,383.4000,389.5000,357.0000,368.0000,26243272
HINDPETRO,2017-07-14,338.0000,392.0000,336.0000,387.4000,30127139
HINDPETRO,2017-07-07,341.4000,350.0000,332.9330,334.3000,16457253
HINDPETRO,2017-06-30,340.0000,346.6000,327.0670,340.2330,15799543
HINDPETRO,2017-06-23,355.9670,357.9670,335.5330,338.9670,14883488
HINDPETRO,2017-06-16,360.0000,367.5330,343.3330,353.4330,24975828
HINDPETRO,2017-06-09,359.3330,368.3330,353.3670,359.7670,10874956
HINDPETRO,2017-06-02,380.1670,383.2000,356.8330,357.8330,20768929
HINDPETRO,2017-05-26,348.6670,381.9330,328.0330,378.4000,37389371
HINDPETRO,2017-05-19,358.6330,366.6000,345.2000,347.5670,12555546
HINDPETRO,2017-05-12,349.2670,359.5330,348.0330,357.1330,12458321
HINDPETRO,2017-05-05,359.8670,371.8330,347.6000,349.0000,16008741
HINDPETRO,2017-04-28,371.8670,379.3330,354.0000,357.4330,24350047
HINDPETRO,2017-04-21,377.2330,377.8000,361.9670,371.4000,16874359
HINDPETRO,2017-04-13,359.8670,375.9670,348.3670,372.8000,17347968
HINDPETRO,2017-04-07,349.2670,361.2000,343.6670,357.2000,14164808
HINDPETRO,2017-03-31,345.9670,352.9000,342.6670,350.4330,17752006
HINDPETRO,2017-03-24,343.9330,351.2330,332.4000,345.4000,28133899
HINDPETRO,2017-03-17,347.6330,351.2330,340.3670,342.2330,23403510
HINDPETRO,2017-03-10,350.1330,354.0000,339.2670,342.0330,22450706
HINDPETRO,2017-03-03,380.6670,383.3330,334.0330,348.8000,45557525
HINDPETRO,2017-02-23,364.1000,382.3330,361.7000,380.6670,19421594
HINDPETRO,2017-02-17,382.6000,387.9670,346.1670,362.0000,30081652
HINDPETRO,2017-02-10,364.6670,388.6670,363.8000,381.1000,20203982
HINDPETRO,2017-02-03,356.5330,370.0000,343.7670,362.5670,17138982
HINDPETRO,2017-01-27,328.0670,367.0000,326.7330,356.7330,24344196
HINDPETRO,2017-01-20,328.8000,332.0000,319.1330,328.5000,14295422
HINDPETRO,2017-01-13,310.6670,332.7330,304.1670,325.9330,18331446
HINDPETRO,2017-01-06,295.9670,317.9670,294.5000,311.1330,21218967
HINDPETRO,2016-12-30,280.0000,295.4670,273.3330,294.2000,22996147
HINDPETRO,2016-12-23,286.3330,289.3670,276.7330,280.3670,17858918
HINDPETRO,2016-12-16,298.8000,299.2670,278.4670,283.9330,26616230
HINDPETRO,2016-12-09,289.4670,307.0670,284.6670,302.8670,23595124
HINDPETRO,2016-12-02,309.0000,324.2670,287.4670,290.7670,103332874
HINDPETRO,2016-11-25,308.1670,310.3670,291.0330,308.0330,32783816
HINDPETRO,2016-11-18,299.2000,308.9000,269.3000,306.8000,44647931
HINDPETRO,2016-11-11,295.3330,311.3000,274.0000,299.2000,27083209
HINDPETRO,2016-11-04,313.3330,313.8000,281.1000,290.1000,13245938
HINDPETRO,2016-10-28,301.6670,314.3000,298.1330,310.9330,17130365
HINDPETRO,2016-10-21,295.3330,300.9000,288.2670,299.7330,19462677
HINDPETRO,2016-10-14,292.1000,299.0000,281.0000,292.1670,9801348
HINDPETRO,2016-10-10,298.6000,299.9670,290.2330,292.1000,3415824
HINDPETRO,2016-10-07,283.8670,308.6000,283.4330,295.7670,25277063
HINDPETRO,2016-09-30,279.3330,289.8670,273.0670,282.6330,26089483
HINDPETRO,2016-09-23,267.6670,282.0000,266.0000,278.9330,21722967
HINDPETRO,2016-09-16,274.6440,275.6560,259.6670,266.9000,38385250
HINDPETRO,2016-09-09,275.5560,282.4110,273.3440,277.9330,33809616
HINDPETRO,2016-09-02,262.3000,274.6110,261.1110,273.7000,25592266
HINDPETRO,2016-08-26,277.1110,278.0890,253.5560,262.3000,60822279
HINDPETRO,2016-08-19,266.2220,276.6440,264.8000,275.4890,24424570
HINDPETRO,2016-08-12,283.3330,295.1110,261.5780,266.3440,57209023
HINDPETRO,2016-08-05,282.8890,285.3330,263.0670,279.4890,34308373
HINDPETRO,2016-07-29,262.6780,283.9110,262.6780,280.3780,42816591
HINDPETRO,2016-07-22,237.4000,270.0000,234.7670,260.0670,42309707
HINDPETRO,2016-07-15,230.8890,244.2220,229.1110,237.4000,32776385
HINDPETRO,2016-07-08,227.6890,233.5560,227.6890,228.6780,19891089
HINDPETRO,2016-07-01,208.4220,229.1110,208.3330,226.9560,29746175
HINDPETRO,2016-06-24,203.4000,212.7560,201.9000,207.8890,19735413
HINDPETRO,2016-06-17,198.4330,205.7670,196.3220,204.7560,19132807
HINDPETRO,2016-06-10,206.2220,209.6670,197.6000,198.4670,16012574
HINDPETRO,2016-06-03,208.4440,210.0220,200.2220,207.5670,30952269
HINDPETRO,2016-05-27,185.5560,211.9890,177.9560,207.0330,42537826
HINDPETRO,2016-05-20,184.4440,190.4440,182.2220,184.9330,16837528
HINDPETRO,2016-05-13,187.7780,187.7780,180.6440,184.9560,17943335
HINDPETRO,2016-05-06,187.5560,188.3890,179.6000,186.7220,15027169
HINDPETRO,2016-04-29,188.8890,193.2110,181.2440,185.2780,13391677
HINDPETRO,2016-04-22,191.1110,194.0560,186.4670,189.2780,17926340
HINDPETRO,2016-04-13,180.2440,190.3890,180.2220,188.9670,9211405
HINDPETRO,2016-04-08,177.5330,183.9560,174.6670,181.3560,20278618
HINDPETRO,2016-04-01,167.0220,179.0670,164.4890,176.4110,29006316
HINDPETRO,2016-03-23,167.5560,173.5670,165.7780,166.3330,14153603
HINDPETRO,2016-03-18,162.6440,170.0000,159.5220,166.1220,26911156
HINDPETRO,2016-03-11,167.0890,170.4000,159.5560,161.9000,19188773
HINDPETRO,2016-03-04,146.4440,167.3110,142.9780,166.2560,39941853
HINDPETRO,2016-02-26,148.5220,151.1110,141.1440,146.9670,38258726
HINDPETRO,2016-02-19,160.0000,166.8670,146.7780,147.7890,28219203
HINDPETRO,2016-02-12,166.3000,167.4220,144.9560,153.2330,25721380
HINDPETRO,2016-02-05,180.9110,181.8560,159.5560,166.3000,33804383
HINDPETRO,2016-01-29,178.3330,184.9560,172.7780,181.3220,30780321
HINDPETRO,2016-01-22,195.5560,198.5890,173.4780,177.4330,22689298
HINDPETRO,2016-01-15,197.7780,202.2220,187.3330,196.9670,22014503
HINDPETRO,2016-01-08,187.5330,199.3330,185.8670,197.2330,25771620
HINDPETRO,2016-01-01,188.0000,190.7110,184.7780,189.7440,23098644
HINDPETRO,2015-12-24,184.6000,188.8440,183.6670,187.9220,9979969
HINDPETRO,2015-12-18,184.4220,187.6890,179.7220,184.6000,20910189
HINDPETRO,2015-12-11,184.4440,189.0670,177.2220,183.5000,19762379
HINDPETRO,2015-12-04,181.1110,190.4000,180.7000,182.5000,22432972
HINDPETRO,2015-11-27,177.9330,181.7560,175.9560,180.5000,15066690
HINDPETRO,2015-11-20,170.0220,179.4110,169.8670,177.9330,19913751
HINDPETRO,2015-11-13,165.5560,170.4330,164.2220,169.7670,8457286
HINDPETRO,2015-11-10,172.2220,177.7330,161.5560,163.1110,17183048
HINDPETRO,2015-11-06,171.1330,179.5560,171.0440,175.2780,21851037
HINDPETRO,2015-10-30,177.7780,178.4440,167.8000,170.7670,30902353
HINDPETRO,2015-10-23,179.5560,184.2220,175.9330,177.2330,20927147
HINDPETRO,2015-10-16,171.0890,180.1780,168.8890,178.8110,27869187
HINDPETRO,2015-10-09,173.7780,180.7670,169.8000,170.8330,25759620
HINDPETRO,2015-10-01,173.3110,175.7330,167.1110,172.5440,22013594
HINDPETRO,2015-09-24,168.8890,177.4000,167.3330,172.5330,25526425
HINDPETRO,2015-09-18,177.1000,181.5560,167.4670,168.8440,21721302
HINDPETRO,2015-09-11,174.4000,178.6000,165.7780,175.2000,28436973
HINDPETRO,2015-09-04,183.7890,188.6670,170.6670,174.0560,30667518
HINDPETRO,2015-08-28,185.9890,187.7560,167.2220,184.2440,57254162
HINDPETRO,2015-08-21,195.5000,199.7670,183.1780,191.2000,39762896
HINDPETRO,2015-08-14,217.3110,220.2110,190.9330,194.4110,61571566
HINDPETRO,2015-08-07,208.2220,217.6670,199.8330,215.6560,37212133
HINDPETRO,2015-07-31,202.9560,210.3110,202.8220,204.8110,43385913
HINDPETRO,2015-07-24,194.6670,205.7780,192.8890,202.9560,36936432
HINDPETRO,2015-07-17,180.1110,195.8330,178.9440,193.0220,30202403
HINDPETRO,2015-07-10,172.4440,188.4440,172.3330,178.7220,53240211
HINDPETRO,2015-07-03,161.3330,174.6330,159.1440,171.5330,37257133
HINDPETRO,2015-06-26,163.7780,165.7330,160.7110,162.4560,22907930
HINDPETRO,2015-06-19,153.8330,163.7780,153.0670,162.9000,31530312
HINDPETRO,2015-06-12,151.7560,157.2000,148.4780,153.1220,24711247
HINDPETRO,2015-06-05,149.9780,155.4670,146.5780,151.7670,34728435
HINDPETRO,2015-05-29,136.2220,150.8780,135.1110,149.9670,36351702
HINDPETRO,2015-05-22,136.6670,143.0670,135.6330,136.2330,22124253
HINDPETRO,2015-05-15,132.2220,135.5560,125.5560,134.1670,26487076
HINDPETRO,2015-05-08,141.1110,141.6670,123.5670,131.4440,27760275
HINDPETRO,2015-04-30,138.9330,141.9560,130.0000,138.9220,27533885
HINDPETRO,2015-04-24,141.2220,145.9440,137.8220,138.8440,31606164
HINDPETRO,2015-04-17,148.2670,148.5110,140.0000,141.3780,24340131
HINDPETRO,2015-04-10,146.6670,152.0890,142.4330,147.2780,30618147
HINDPETRO,2015-04-01,139.2890,147.7110,138.7110,145.2000,19655874
HINDPETRO,2015-03-27,139.9330,142.7560,134.4440,137.6890,26884984
HINDPETRO,2015-03-20,139.8330,147.6560,138.0560,139.5670,30890137
HINDPETRO,2015-03-13,143.1890,143.5440,136.8000,138.4220,23248732
HINDPETRO,2015-03-05,134.3330,148.8780,0.0000,142.9000,68208302
HINDPETRO,2015-02-20,139.1110,143.0330,129.5220,133.6670,41079140
HINDPETRO,2015-02-13,128.6670,140.6890,126.2560,139.1110,34792227
HINDPETRO,2015-02-06,143.5560,147.5000,128.6890,129.6890,52294171
HINDPETRO,2015-01-30,128.8890,147.8890,126.1330,146.2110,52250950
HINDPETRO,2015-01-23,125.5560,129.8890,123.2890,128.3560,35396532
