stock,timestamp,open,high,low,close,volume
ASIANPAINT,2009-11-30,165.9000,173.9750,161.5000,167.9700,9868260
ASIANPAINT,2009-10-30,140.5750,172.2900,138.0000,164.2250,7596180
ASIANPAINT,2009-09-30,141.5000,142.9950,133.5000,140.5750,8121850
ASIANPAINT,2009-08-31,141.1000,144.7950,110.0000,140.0300,5878800
ASIANPAINT,2009-07-31,117.5700,142.2000,110.2000,141.1400,7319200
ASIANPAINT,2009-06-30,108.8000,119.6300,104.9600,118.7800,3208900
ASIANPAINT,2009-05-29,90.0000,117.4800,88.0000,108.0000,7232390
ASIANPAINT,2009-04-30,79.3000,94.8000,76.5050,89.1800,4560670
ASIANPAINT,2009-03-31,78.5000,80.9900,70.0050,78.6350,8594960
ASIANPAINT,2009-02-27,78.1050,84.1000,70.2100,78.6400,5156390
ASIANPAINT,2009-01-30,89.9100,94.4000,70.0050,78.8750,12176960
ASIANPAINT,2008-12-31,91.0000,91.5000,83.0200,89.4950,5786300
ASIANPAINT,2008-11-28,98.0000,99.5000,0.0000,88.9550,7109720
ASIANPAINT,2008-10-31,118.0000,118.5000,82.5500,95.4850,8881200
ASIANPAINT,2008-09-30,121.1000,124.9000,113.0000,118.7150,3709200
ASIANPAINT,2008-08-29,120.0000,129.9900,118.0000,122.9250,3028370
ASIANPAINT,2008-07-31,115.2100,123.0000,99.9950,120.4450,4047580
ASIANPAINT,2008-06-30,129.0050,131.9700,110.5550,114.9250,6225620
ASIANPAINT,2008-05-30,128.0000,133.4000,119.5000,128.5900,1904020
ASIANPAINT,2008-04-30,120.0000,128.5000,112.6850,128.0300,2127750
ASIANPAINT,2008-03-31,110.0000,120.8000,105.2000,119.9900,24296050
ASIANPAINT,2008-02-29,126.0000,126.0000,104.0000,111.5000,7361210
ASIANPAINT,2008-01-31,113.9000,131.9950,90.3000,124.6150,10311740
ASIANPAINT,2007-12-31,99.1000,118.0000,98.0050,109.9550,5740580
ASIANPAINT,2007-11-30,104.5000,112.5000,95.0000,99.0000,11026060
ASIANPAINT,2007-10-31,96.0050,111.1000,91.0500,103.2300,17709560
ASIANPAINT,2007-09-28,94.5000,100.1000,92.5000,98.8350,13610800
ASIANPAINT,2007-08-31,86.3000,99.5000,86.0150,94.3000,3544360
ASIANPAINT,2007-07-31,82.8700,90.1000,81.1350,88.5900,7239890
ASIANPAINT,2007-06-29,84.0000,95.1550,79.9000,81.0150,6785290
ASIANPAINT,2007-05-31,79.4000,89.8700,73.6300,83.0150,8652000
ASIANPAINT,2007-04-30,75.0000,84.8700,72.4600,79.0900,3691310
ASIANPAINT,2007-03-30,75.1000,78.0000,55.1000,76.2600,9884710
ASIANPAINT,2007-02-28,78.5000,82.5000,69.4000,73.7050,7381940
ASIANPAINT,2007-01-31,74.4000,84.7900,70.0000,79.5900,3947780
ASIANPAINT,2006-12-29,76.5000,76.5000,67.4300,73.6500,4992480
ASIANPAINT,2006-11-30,67.7100,73.4000,67.0000,71.3050,5613420
ASIANPAINT,2006-10-31,68.0050,80.0000,56.5300,66.8750,7906240
ASIANPAINT,2006-09-29,63.5050,68.6000,63.2000,67.6100,4304410
ASIANPAINT,2006-08-31,59.5000,66.0000,59.5000,63.5900,7197170
ASIANPAINT,2006-07-31,59.2050,61.4850,54.1400,61.0250,6406030
ASIANPAINT,2006-06-30,57.2000,63.6950,50.0000,59.2050,10853320
ASIANPAINT,2006-05-31,64.9000,69.3550,51.0000,57.0600,8292120
ASIANPAINT,2006-04-28,66.4000,66.5050,59.9900,63.6100,5510220
ASIANPAINT,2006-03-31,67.9950,70.0000,63.0000,64.6050,4949310
ASIANPAINT,2006-02-28,62.0000,80.0000,61.0050,66.9550,5395480
ASIANPAINT,2006-01-31,58.3900,62.4950,56.7000,61.4350,4561930
ASIANPAINT,2005-12-30,53.0000,58.2000,52.6350,57.8750,15192340
ASIANPAINT,2005-11-30,50.6900,54.6000,0.0000,52.5250,7499570
ASIANPAINT,2005-10-31,50.2000,54.8400,42.5550,48.3950,14765150
ASIANPAINT,2005-09-30,48.5000,52.9000,45.8000,50.4700,9265530
ASIANPAINT,2005-08-31,45.8500,48.7500,45.1050,48.4600,8384580
ASIANPAINT,2005-07-29,41.5500,46.8000,0.0000,45.5550,5003290
ASIANPAINT,2005-06-30,38.7000,41.6000,38.4950,41.1000,3827570
ASIANPAINT,2005-05-31,37.0000,40.6000,37.0000,38.4150,3008090
ASIANPAINT,2005-04-29,39.5000,39.9000,36.2000,37.2050,3949720
ASIANPAINT,2005-03-31,35.6000,39.5000,35.1000,39.1950,6985900
ASIANPAINT,2005-02-28,36.5000,36.9000,33.0100,35.5450,3978550
ASIANPAINT,2005-01-31,32.0100,36.0000,30.2550,35.9850,5782320
ASIANPAINT,2004-12-31,30.2900,33.5000,29.6550,32.0050,10210750
ASIANPAINT,2004-11-30,29.2000,30.9000,0.0000,30.0600,11525180
ASIANPAINT,2004-10-29,31.9000,32.5000,0.0000,29.5350,7133120
ASIANPAINT,2004-09-30,31.0000,34.0000,30.8000,32.3550,2824990
ASIANPAINT,2004-08-31,32.0000,33.0000,30.8000,31.6800,2895270
ASIANPAINT,2004-07-30,31.1700,32.2000,29.5000,31.9350,4354380
ASIANPAINT,2004-06-30,29.1000,31.5950,28.2550,31.3500,4708880
ASIANPAINT,2004-05-31,30.5350,32.3900,24.5000,29.5050,6529980
ASIANPAINT,2004-04-30,30.9900,32.4950,0.0000,30.8400,9312990
ASIANPAINT,2004-03-31,35.4000,35.4000,0.0000,30.1500,4118390
ASIANPAINT,2004-02-27,0.0000,32.5000,0.0000,30.1150,7150730
ASIANPAINT,2004-01-30,33.1000,36.0950,0.0000,32.2500,8291980
ASIANPAINT,2003-12-31,30.9000,33.7500,0.0000,33.4800,9335680
ASIANPAINT,2003-11-28,27.7500,31.3950,0.0000,30.9550,6628780
ASIANPAINT,2003-10-31,30.3000,32.3000,0.0000,27.4400,7584660
ASIANPAINT,2003-09-30,30.9000,32.4000,29.7000,30.3600,8046040
ASIANPAINT,2003-08-29,26.6670,32.4000,0.0000,30.7500,10047070
ASIANPAINT,2003-07-31,25.5270,27.5330,24.3800,26.5670,3107970
ASIANPAINT,2003-06-30,25.3870,25.7330,23.7330,25.3100,3022545
ASIANPAINT,2003-05-30,0.0000,26.6600,0.0000,25.1770,6774795
ASIANPAINT,2003-04-30,21.5330,22.4670,0.0000,22.0800,1492605
ASIANPAINT,2003-03-31,21.5500,23.9330,0.0000,22.0000,2672580
ASIANPAINT,2003-02-28,21.4000,22.1600,0.0000,21.1770,777075
ASIANPAINT,2003-01-31,21.6670,24.6670,20.6670,21.7300,1252995
ASIANPAINT,2002-12-31,21.9330,25.3330,0.0000,21.6830,6449220
ASIANPAINT,2002-11-29,22.0000,22.7270,0.0000,21.7300,1203000
ASIANPAINT,2002-10-31,22.6700,23.3270,0.0000,21.8970,4788390
ASIANPAINT,2002-09-30,22.7330,24.9330,0.0000,22.7830,2142240
ASIANPAINT,2002-08-30,22.3830,25.2670,0.0000,22.6830,1738635
ASIANPAINT,timestamp,open,high,low,close,volume
CIPLA,2018-08-31,641.0000,677.5000,614.5000,662.1500,63765377
CIPLA,2018-07-31,620.0000,648.0000,602.1500,641.3500,48579471
CIPLA,2018-06-29,526.9500,622.7500,517.1500,616.6500,71219407
CIPLA,2018-05-31,610.0000,621.9000,507.2000,524.8000,47821869
CIPLA,2018-04-30,548.0000,609.0000,545.9000,607.4000,45765524
CIPLA,2018-03-28,593.9000,593.9000,522.9000,545.4500,36097300
CIPLA,2018-02-28,591.9000,635.0000,554.2000,589.6500,36259850
CIPLA,2018-01-31,608.0000,631.0000,590.0000,592.1500,24662963
CIPLA,2017-12-29,604.5000,623.7500,571.6500,608.5000,25217640
CIPLA,2017-11-30,628.2500,663.4000,590.0000,600.9000,43614259
CIPLA,2017-10-31,590.1000,635.9000,575.5000,627.6000,22793184
CIPLA,2017-09-29,573.0000,600.0000,543.3500,586.1000,28470457
CIPLA,2017-08-31,560.1000,594.0000,525.4500,571.9000,30715979
CIPLA,2017-07-31,559.0000,579.4000,536.0500,560.1000,17977189
CIPLA,2017-06-30,519.7000,558.9000,513.0500,555.6000,21484707
CIPLA,2017-05-31,558.0000,572.4500,480.2000,516.3500,33086481
CIPLA,2017-04-28,595.3000,603.9000,545.4000,557.4500,24986879
CIPLA,2017-03-31,585.7000,605.9000,582.2000,592.9500,25299278
CIPLA,2017-02-28,573.0000,621.2500,566.3000,583.7000,26912172
CIPLA,2017-01-31,569.7500,593.4000,562.0000,575.3500,15186141
CIPLA,2016-12-30,567.0000,589.1500,548.1000,568.8000,22727120
CIPLA,2016-11-30,579.4500,579.4500,486.5500,566.6000,29840502
CIPLA,2016-10-28,584.7000,603.8500,566.5000,575.1500,23000704
CIPLA,2016-09-30,575.0000,617.8000,562.2500,580.0500,36395120
CIPLA,2016-08-31,528.8000,587.5000,510.2000,572.9500,43040300
CIPLA,2016-07-29,502.0000,535.5000,499.8500,527.4000,29463580
CIPLA,2016-06-30,474.7000,506.8000,459.0000,501.0000,32521726
CIPLA,2016-05-31,536.9500,547.0000,457.4500,472.6500,44420438
CIPLA,2016-04-29,513.8000,544.3000,497.0000,537.0000,39446705
CIPLA,2016-03-31,515.0000,549.7000,494.5500,511.9500,59126789
CIPLA,2016-02-29,591.9000,606.0500,505.0000,514.1500,41564583
CIPLA,2016-01-29,653.2000,658.4500,572.3000,585.1000,21609947
CIPLA,2015-12-31,645.5000,661.4000,620.0000,649.7500,19495129
CIPLA,2015-11-30,688.9500,688.9500,613.1500,643.6500,22159750
CIPLA,2015-10-30,642.9000,704.9000,631.4500,690.4500,41566487
CIPLA,2015-09-30,682.0000,688.4000,623.5000,636.0500,38471585
CIPLA,2015-08-31,713.8000,745.0000,605.7000,682.1500,55935660
CIPLA,2015-07-31,619.0000,724.0000,616.7500,709.0500,29702566
CIPLA,2015-06-30,645.5000,672.7500,571.2500,615.4000,39078369
CIPLA,2015-05-29,642.0000,695.9500,620.4000,650.4500,39476666
CIPLA,2015-04-30,714.0000,746.1000,618.7500,636.0000,36939572
CIPLA,2015-03-31,683.5500,752.8500,681.3500,712.4500,37380515
CIPLA,2015-02-28,698.0000,706.5000,0.0000,0.0000,31765565
CIPLA,2015-01-30,626.5000,711.9000,604.5000,695.7500,29556580
CIPLA,2014-12-31,636.8500,667.3000,597.8000,626.4000,32937520
CIPLA,2014-11-28,670.0000,671.0000,593.0000,635.1500,33966377
CIPLA,2014-10-31,626.8000,673.0000,570.2000,666.5500,31325890
CIPLA,2014-09-30,516.3000,639.1000,514.7000,626.8000,60134927
CIPLA,2014-08-28,455.0000,517.4000,430.0000,514.2000,30315365
CIPLA,2014-07-31,439.0000,463.3500,425.2500,456.5000,26215684
CIPLA,2014-06-30,389.0000,445.0000,381.2000,438.0000,39710410
CIPLA,2014-05-30,397.5000,425.0000,367.5000,384.5500,36170269
CIPLA,2014-04-30,383.7000,410.1000,379.1500,397.4500,23448661
CIPLA,2014-03-31,386.0000,401.6000,0.0000,382.8000,27810930
CIPLA,2014-02-28,408.5000,423.6000,366.5000,384.3000,42510201
CIPLA,2014-01-31,402.5000,425.8500,386.0000,410.6000,25050079
CIPLA,2013-12-31,392.0000,409.5000,373.2000,400.8000,26880390
CIPLA,2013-11-29,414.5000,429.7500,378.5500,391.2500,24786988
CIPLA,2013-10-31,432.0000,444.8000,408.7000,413.2000,23222129
CIPLA,2013-09-30,418.0000,450.4000,403.4000,432.5000,24728866
CIPLA,2013-08-30,401.8500,429.8000,381.6500,416.9500,32695291
CIPLA,2013-07-31,391.0500,419.8500,389.3500,400.3000,23454773
CIPLA,2013-06-28,371.5500,393.5000,364.0000,391.9500,32160269
CIPLA,2013-05-31,407.0500,428.0000,368.0000,370.5500,34526379
CIPLA,2013-04-30,383.7500,413.8500,379.6500,405.3000,23302061
CIPLA,2013-03-28,358.0000,395.9500,354.0000,379.7500,24777601
CIPLA,2013-02-28,407.0000,417.5500,355.7500,359.8500,48632227
CIPLA,2013-01-31,416.0000,435.0000,385.9500,407.0500,39140558
CIPLA,2012-12-31,416.9000,430.1000,402.0500,414.2500,27593484
CIPLA,2012-11-30,365.1000,416.9000,0.0000,414.6500,45790452
CIPLA,2012-10-31,382.0000,387.2000,320.3000,363.3000,32268351
CIPLA,2012-09-28,377.2500,395.4000,0.0000,380.1000,45928573
CIPLA,2012-08-31,360.0000,383.1000,345.0000,376.4500,38814841
CIPLA,2012-07-31,316.2500,342.3500,313.3000,338.6000,22790211
CIPLA,2012-06-29,310.7000,317.9000,300.0000,316.5500,22125399
CIPLA,2012-05-31,312.2500,331.3000,303.8000,309.9000,33057164
CIPLA,2012-04-30,305.0000,324.9500,302.2000,312.0000,19578194
CIPLA,2012-03-30,318.9000,320.0000,0.0000,305.1000,39927505
CIPLA,2012-02-29,350.2500,359.9500,311.3000,316.9500,32789685
CIPLA,2012-01-31,320.9000,352.8000,0.0000,350.2500,22172775
CIPLA,2011-12-30,332.2500,340.0000,315.0000,319.9000,25088838
CIPLA,2011-11-30,292.3500,329.5000,284.0000,328.0500,35335555
CIPLA,2011-10-31,280.0500,300.0000,276.1500,295.4000,23574322
CIPLA,2011-09-30,289.1000,299.6000,272.8500,281.3500,25455291
CIPLA,2011-08-30,310.0000,315.4500,274.2000,280.7000,26444535
CIPLA,2011-07-29,330.7000,337.9500,305.0000,306.6000,21417579
CIPLA,2011-06-30,326.0500,341.8000,310.1000,331.0500,26855794
CIPLA,2011-05-31,312.5000,334.9000,295.5000,326.0500,23821800
CIPLA,2011-04-29,322.9000,326.4500,304.6500,309.5000,17252144
CIPLA,2011-03-31,300.0000,332.7500,286.0500,321.6500,31870778
CIPLA,2011-02-28,332.5000,334.6000,295.6500,299.6500,26259762
CIPLA,2011-01-31,370.9000,381.0000,324.7500,332.1500,25474071
CIPLA,2010-12-31,344.5000,379.8000,337.0000,369.8000,36115226
CIPLA,2010-11-30,355.0000,362.8000,325.5000,343.3000,38803784
CIPLA,2010-10-29,323.9000,359.8000,322.3500,352.9500,36194169
CIPLA,2010-09-30,304.0000,324.9500,303.2500,322.3500,31803056
CIPLA,2010-08-31,327.0000,328.4500,300.0000,303.2500,31360739
CIPLA,2010-07-30,338.0000,342.9000,323.3500,326.3000,15085456
CIPLA,2010-06-30,319.5000,352.0000,317.2500,338.5000,24070666
CIPLA,2010-05-31,345.0000,353.8500,306.1000,319.0000,32848509
CIPLA,2010-04-30,339.0000,351.9000,322.1000,343.1500,24233484
CIPLA,2010-03-31,311.0000,354.8500,311.0000,338.3500,24877722
CIPLA,2010-02-26,319.0000,329.9000,0.0000,316.1500,17175220
CIPLA,2010-01-29,338.0000,358.4000,303.0000,317.2000,26492092
CIPLA,2009-12-31,315.1000,363.5000,315.1000,335.0500,46247790
CIPLA,2009-11-30,284.2000,331.9000,274.2500,320.0000,35226024
CIPLA,2009-10-30,283.0000,307.4000,267.1000,287.1000,38508139
CIPLA,2009-09-30,271.0000,290.0000,253.1000,279.9000,27553403
CIPLA,2009-08-31,277.0000,295.4000,251.0000,270.8500,37779721
CIPLA,2009-07-31,253.3500,292.0000,240.0000,275.0500,35339468
CIPLA,2009-06-30,225.0000,269.5000,216.8000,253.3500,39429408
CIPLA,2009-05-29,243.0500,256.0000,203.9500,222.8000,28118311
CIPLA,2009-04-30,218.5000,256.9000,211.0000,242.0000,34866995
CIPLA,2009-03-31,188.0000,223.9000,186.5000,220.0500,23661482
CIPLA,2009-02-27,192.0000,196.5000,185.1500,191.5000,23159901
CIPLA,2009-01-30,194.0000,196.7000,171.3500,191.9500,22443335
CIPLA,2008-12-31,199.0000,205.0000,174.3500,186.6000,28148036
CIPLA,2008-11-28,180.0000,210.5000,162.4000,200.1500,22049491
CIPLA,2008-10-31,230.0500,235.0000,145.0000,177.2000,33641683
CIPLA,2008-09-30,240.2000,240.2000,210.3500,228.6500,28030519
CIPLA,2008-08-29,219.9000,244.4000,217.0000,240.0500,19785512
CIPLA,2008-07-31,210.0000,244.9500,202.1000,218.9000,28651060
CIPLA,2008-06-30,212.0000,224.0000,200.0000,211.0500,25683591
CIPLA,2008-05-30,214.0000,220.9000,197.0000,212.1000,19911408
CIPLA,2008-04-30,223.4000,233.6000,205.7500,213.0000,19146243
CIPLA,2008-03-31,204.0000,224.0000,190.0000,220.0000,30791991
CIPLA,2008-02-29,191.0000,213.0000,178.1500,207.1000,16648415
CIPLA,2008-01-31,215.0000,224.6000,146.7000,189.2500,26769318
CIPLA,2007-12-31,183.1000,221.9500,183.1000,212.6500,32018039
CIPLA,2007-11-30,180.0000,192.4500,172.1000,183.1000,21818453
CIPLA,2007-10-31,183.1000,202.2000,164.1000,178.8000,42548387
CIPLA,2007-09-28,168.1000,186.2000,159.7500,182.3000,50172782
CIPLA,2007-08-31,192.0000,193.7500,159.0000,166.7000,37073499
CIPLA,2007-07-31,209.5000,221.9000,184.3000,191.0500,55562220
CIPLA,2007-06-29,219.0000,228.8000,201.5000,208.1500,30323374
CIPLA,2007-05-31,212.0000,225.0000,200.2500,217.4500,42080815
CIPLA,2007-04-30,234.0000,257.9000,210.0000,210.9500,36934791
CIPLA,2007-03-30,235.8000,246.7500,180.2500,236.8000,16217474
CIPLA,2007-02-28,245.1000,267.0000,220.1000,231.9500,14196521
CIPLA,2007-01-31,251.5000,262.5000,231.1000,246.3000,15610876
CIPLA,2006-12-29,255.1500,260.9000,230.1500,251.3500,15748316
CIPLA,2006-11-30,274.4000,274.8000,247.5000,254.8500,20033296
CIPLA,2006-10-31,262.5000,270.7000,251.1500,262.0000,17191537
CIPLA,2006-09-29,250.0000,269.0000,239.1500,262.5000,30076583
CIPLA,2006-08-31,236.0000,280.0000,225.4000,251.0500,35068472
CIPLA,2006-07-31,217.0000,238.4000,208.2500,236.0000,37144223
CIPLA,2006-06-30,230.0000,240.0000,182.0000,216.0000,47263250
CIPLA,2006-05-31,265.0000,280.0000,180.0000,229.3500,53820056
CIPLA,2006-04-28,260.4400,304.0000,220.0000,254.6000,101009557
CIPLA,2006-03-31,220.0000,266.3800,219.2000,264.9000,53041857
CIPLA,2006-02-28,176.8000,249.7600,175.0000,220.8600,87047640
CIPLA,2006-01-31,179.1800,199.6000,170.0000,176.9000,20155117
CIPLA,2005-12-30,159.5600,180.0000,154.0200,179.2000,19603176
CIPLA,2005-11-30,145.0000,166.7400,140.2000,158.8800,19219399
CIPLA,2005-10-31,151.6000,160.4400,132.8000,144.1400,51598832
CIPLA,2005-09-30,138.3600,153.9400,126.2600,151.9600,20102707
CIPLA,2005-08-31,135.2000,149.2000,128.0000,136.7400,23431950
CIPLA,2005-07-29,125.7800,159.5800,0.0000,134.7800,26523388
CIPLA,2005-06-30,115.6400,127.1600,109.0600,125.4600,37149737
CIPLA,2005-05-31,105.8800,120.0000,104.4800,115.8600,24583560
CIPLA,2005-04-29,103.6000,107.3800,84.6600,105.6400,38268880
CIPLA,2005-03-31,105.2000,120.0000,98.2000,102.3200,50659442
CIPLA,2005-02-28,118.9600,118.9600,102.8400,104.2400,24389710
CIPLA,2005-01-31,128.0000,128.6800,98.0000,114.6200,67793161
CIPLA,2004-12-31,110.9600,127.7600,110.9000,127.1200,49069004
CIPLA,2004-11-30,111.3000,113.4800,0.0000,111.1200,32850666
CIPLA,2004-10-29,118.0000,120.7800,0.0000,111.7200,23591248
CIPLA,2004-09-30,96.4000,119.1600,92.1000,118.5400,35056027
CIPLA,2004-08-31,97.2000,101.2000,92.0000,95.2400,12739424
CIPLA,2004-07-30,85.2000,102.0000,83.4000,99.8200,21185648
CIPLA,2004-06-30,93.6000,97.9200,77.6000,84.8000,18272238
CIPLA,2004-05-31,109.2000,525.2000,80.0000,93.6600,22639405
CIPLA,2004-04-30,93.8400,110.0800,0.0000,109.5840,23388176
CIPLA,2004-03-31,94.8400,103.2000,0.0000,93.9080,19479762
CIPLA,2004-02-27,0.0000,100.2400,0.0000,95.7320,18152561
CIPLA,2004-01-30,106.7200,112.8000,0.0000,96.1920,34693175
CIPLA,2003-12-31,96.8080,107.0400,0.0000,105.3640,29731800
CIPLA,2003-11-28,103.2000,103.2000,0.0000,96.2120,23325813
CIPLA,2003-10-31,81.6000,105.1520,0.0000,103.9480,52947135
CIPLA,2003-09-30,82.4000,94.2160,74.0800,82.3880,57645725
CIPLA,2003-08-29,65.8400,82.0000,0.0000,80.6840,35727462
CIPLA,2003-07-31,60.8000,67.1960,59.6800,65.5480,32506976
CIPLA,2003-06-30,55.2000,61.5200,54.4000,60.5280,20615638
CIPLA,2003-05-30,0.0000,55.1200,0.0000,54.7720,15213775
CIPLA,2003-04-30,57.2400,60.0800,0.0000,50.6080,18028825
CIPLA,2003-03-31,62.8000,68.8000,0.0000,57.1040,10124574
CIPLA,2003-02-28,66.4000,67.1200,0.0000,61.6360,9206289
CIPLA,2003-01-31,71.8400,76.2000,65.2000,66.2600,15400489
CIPLA,2002-12-31,72.8920,73.3600,0.0000,71.8840,9277513
CIPLA,2002-11-29,69.2000,86.3920,0.0000,73.1400,5905001
CIPLA,2002-10-31,75.6800,79.9200,0.0000,70.2880,14935939
CIPLA,2002-09-30,75.8400,78.0000,0.0000,75.7520,8271387
CIPLA,2002-08-30,74.7600,76.8400,0.0000,75.9760,8548074
CIPLA,2002-07-31,75.8320,83.2000,72.8000,74.4920,7949887
CIPLA,2002-06-28,80.0000,82.1600,73.7600,75.2120,9541397
CIPLA,2002-05-31,0.0000,87.1840,0.0000,79.4080,13160109
CIPLA,2002-04-30,81.6800,87.0360,78.2480,82.4720,11535812
CIPLA,2002-03-29,81.9200,83.6000,0.0000,0.0000,8309626
CIPLA,2002-02-28,88.8800,90.4000,79.9600,81.0760,19364664
CIPLA,2002-01-31,91.2000,96.7200,85.2000,88.6840,11814105
CIPLA,2001-12-31,89.2000,95.7520,0.0000,90.7000,14385926
CIPLA,2001-11-30,86.0000,93.8400,0.0000,0.0000,20478026
CIPLA,2001-10-31,89.4400,93.6000,0.0000,84.8560,41768400
CIPLA,2001-09-28,99.3600,107.2000,82.4000,90.3160,42507063
CIPLA,2001-08-31,85.2880,100.5600,0.0000,98.4080,31119487
CIPLA,2001-07-31,89.6000,94.0000,82.8800,85.6400,10223826
CIPLA,2001-06-29,88.4000,92.8000,86.0840,91.4440,11668438
CIPLA,2001-05-31,0.0000,93.5200,0.0000,88.5320,20932875
CIPLA,2001-04-30,78.4800,94.9800,0.0000,91.8720,22114511
CIPLA,2001-03-30,82.3200,87.2000,0.0000,79.8480,19437737
CIPLA,2001-02-28,90.0800,97.5960,78.9600,80.5440,32014902
CIPLA,2001-01-31,82.8000,92.8560,0.0000,89.9880,42477090
CIPLA,2000-12-29,78.4400,90.0000,0.0000,83.5160,43730723
CIPLA,2000-11-30,71.6800,85.5200,69.4400,79.1120,45461176
CIPLA,2000-10-31,0.0000,72.8000,0.0000,70.8960,41814177
CIPLA,2000-09-29,0.0000,68.4800,0.0000,55.0840,22084703
CIPLA,2000-08-31,58.4000,69.1200,0.0000,64.9240,18605276
CIPLA,2000-07-31,69.2000,78.0000,52.0000,58.0920,24652277
CIPLA,2000-06-30,62.0000,77.6000,58.0000,69.1640,11894436
CIPLA,2000-05-31,0.0000,69.5360,0.0000,61.8400,14192439
CIPLA,2000-04-28,94.3200,106.6160,0.0000,71.2720,15633787
CIPLA,2000-03-31,90.8000,98.1160,0.0000,90.6680,12173750
CIPLA,2000-02-29,94.8000,103.9160,87.9920,91.9600,12251027
CIPLA,timestamp,open,high,low,close,volume
ULTRACEMCO,2018-08-31,4205.5000,4493.6499,4137.0498,4475.5000,5519262
ULTRACEMCO,2018-07-31,3798.0000,4250.0000,3730.3501,4193.7998,7450840
ULTRACEMCO,2018-06-29,3749.8999,3863.9500,3563.0000,3818.6001,6585112
ULTRACEMCO,2018-05-31,4112.7998,4155.0000,3631.7500,3744.8999,7051667
ULTRACEMCO,2018-04-30,4123.0000,4175.0000,3862.5000,4108.8501,4822163
ULTRACEMCO,2018-03-28,4155.6499,4244.0000,3813.1001,3950.0000,3942352
ULTRACEMCO,2018-02-28,4382.0000,4425.0000,3948.6001,4155.6001,3453509
ULTRACEMCO,2018-01-31,4302.2002,4599.8999,4243.0498,4382.0000,4906931
ULTRACEMCO,2017-12-29,4228.0000,4383.3999,4016.3501,4320.6001,3169839
ULTRACEMCO,2017-11-30,4424.0000,4490.8999,4128.0498,4203.7998,4150523
ULTRACEMCO,2017-10-31,3913.3999,4510.0000,3854.2000,4401.0498,5441898
ULTRACEMCO,2017-09-29,4000.0000,4244.0000,3773.3000,3854.2000,4354130
ULTRACEMCO,2017-08-31,4078.0000,4138.7002,3842.3000,4000.3999,4264390
ULTRACEMCO,2017-07-31,3970.0000,4454.1001,3935.4500,4056.8999,4781334
ULTRACEMCO,2017-06-30,4228.7002,4261.8999,3840.5500,3959.1001,5218645
ULTRACEMCO,2017-05-31,4248.9502,4533.1001,4045.0000,4195.2002,5167151
ULTRACEMCO,2017-04-28,4028.8999,4275.0000,3926.0000,4248.9502,4271246
ULTRACEMCO,2017-03-31,3781.0000,4093.9500,3720.0000,3984.7500,6475663
ULTRACEMCO,2017-02-28,3710.1001,3805.0000,3634.1001,3774.5500,4085621
ULTRACEMCO,2017-01-31,3300.0000,3764.0000,3261.0000,3694.4500,5039963
ULTRACEMCO,2016-12-30,3619.7000,3668.0000,3050.0000,3250.2000,6431225
ULTRACEMCO,2016-11-30,3984.0000,3990.0000,3275.0000,3603.4500,15273051
ULTRACEMCO,2016-10-28,3874.8999,4074.7000,3853.6001,3982.7000,4472207
ULTRACEMCO,2016-09-30,3960.0000,4129.7002,3833.6001,3851.5500,5272115
ULTRACEMCO,2016-08-31,3730.0000,4063.8999,3636.7500,4028.7000,5068103
ULTRACEMCO,2016-07-29,3410.0000,3739.3999,3346.3501,3718.2000,5325468
ULTRACEMCO,2016-06-30,3226.7000,3438.0000,3183.3000,3411.0000,4878801
ULTRACEMCO,2016-05-31,3170.6001,3269.5000,3062.0500,3226.7000,4634505
ULTRACEMCO,2016-04-29,3249.0000,3454.8999,3092.5000,3161.4500,5769501
ULTRACEMCO,2016-03-31,2780.0000,3265.0000,2772.9500,3228.7500,8416308
ULTRACEMCO,2016-02-29,2860.0000,2936.4500,2680.0000,2768.6001,5266790
ULTRACEMCO,2016-01-29,2774.0000,2852.3000,2579.0000,2840.1001,6711538
ULTRACEMCO,2015-12-31,2810.1001,2905.1499,2741.1499,2780.5500,4873598
ULTRACEMCO,2015-11-30,2905.8999,3044.8999,2650.0000,2801.0500,4565193
ULTRACEMCO,2015-10-30,2670.0000,2996.0000,2669.0000,2886.1001,6271783
ULTRACEMCO,2015-09-30,2839.0000,3022.0000,2622.0500,2673.3999,5970820
ULTRACEMCO,2015-08-31,3149.1499,3256.0000,2791.0000,2889.8000,6258858
ULTRACEMCO,2015-07-31,2992.0000,3369.0000,2980.1001,3149.1499,6759616
ULTRACEMCO,2015-06-30,2995.0000,3024.0000,2680.0000,2993.4500,4787485
ULTRACEMCO,2015-05-29,2672.0000,3109.8501,2531.0000,2975.3000,7109172
ULTRACEMCO,2015-04-30,2888.9500,3029.8999,2625.6001,2672.1001,6378583
ULTRACEMCO,2015-03-31,3159.0000,3398.0000,2734.7000,2877.8999,7303591
ULTRACEMCO,2015-02-28,3149.8000,3188.0000,0.0000,0.0000,3833414
ULTRACEMCO,2015-01-30,2678.8999,3199.8999,2612.2500,3140.3501,6454970
ULTRACEMCO,2014-12-31,2490.0000,2698.0000,2418.8000,2676.0500,3658100
ULTRACEMCO,2014-11-28,2564.8999,2669.0000,2451.6499,2484.2500,4262897
ULTRACEMCO,2014-10-31,2643.0000,2660.0000,2297.2000,2548.4500,5215608
ULTRACEMCO,2014-09-30,2585.0000,2767.0000,2520.7500,2631.6499,4032255
